"Step","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_064 - train_accuracy__MAX","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MIN","conv3d_lr0.0005_dp0.2_bugnist_128 - train_accuracy__MAX"
"237","0.9934456928838952","0.9934456928838952","0.9934456928838952","0.9580212234706617","0.9580212234706617","0.9580212234706617"
"238","0.9951622971285893","0.9951622971285893","0.9951622971285893","0.95958177278402","0.95958177278402","0.95958177278402"
"239","0.9957865168539326","0.9957865168539326","0.9957865168539326","0.9588014981273408","0.9588014981273408","0.9588014981273408"
"240","0.9960986267166042","0.9960986267166042","0.9960986267166042","0.9637952559300874","0.9637952559300874","0.9637952559300874"
"241","0.9943820224719101","0.9943820224719101","0.9943820224719101","0.9619225967540574","0.9619225967540574","0.9619225967540574"
"242","0.9946941323345818","0.9946941323345818","0.9946941323345818","0.9612983770287141","0.9612983770287141","0.9612983770287141"
"243","0.9960986267166042","0.9960986267166042","0.9960986267166042","0.9581772784019975","0.9581772784019975","0.9581772784019975"
"244","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.9606741573033708","0.9606741573033708","0.9606741573033708"
"245","0.9939138576779026","0.9939138576779026","0.9939138576779026","0.9600499375780275","0.9600499375780275","0.9600499375780275"
"246","0.9956304619225967","0.9956304619225967","0.9956304619225967","0.95958177278402","0.95958177278402","0.95958177278402"
"247","0.9985955056179775","0.9985955056179775","0.9985955056179775","0.9603620474406991","0.9603620474406991","0.9603620474406991"
"248","0.9931335830212235","0.9931335830212235","0.9931335830212235","0.9602059925093633","0.9602059925093633","0.9602059925093633"
"249","0.9979712858926342","0.9979712858926342","0.9979712858926342","0.9634831460674157","0.9634831460674157","0.9634831460674157"
